4.572025662785211830e-02,-2.582569129441908418e-01,-3.660195402462352199e+00,7.786760891895648129e+00
8.079492700666602856e-01,-2.968128645692679202e-01,-7.243304928400546849e+00,1.314154761236912705e+01
8.608390749622230054e-01,-6.221605549859656747e-01,3.935739550625684480e+00,1.160028384762876463e+01
-3.075359442574081559e-01,4.470456527307556382e-03,4.674996902630568663e+00,8.864439498175933352e+00
7.720108255167353883e-01,-7.912688458768848410e-01,3.947622796103507081e+00,1.083110656528715943e+01
-7.180779000286180436e-01,-7.532688571919295972e-01,1.183894127061002166e+01,5.235679522013149345e+00
-2.873484317295217361e-01,1.856219114400117429e-02,8.793697101724960774e+00,8.494309838211732355e+00
2.780829406417426597e-01,8.130186506617913533e-01,-4.701094374346684646e+00,1.147617985821814379e+01
-6.976332721762463773e-01,4.133102227794621109e-01,8.722618118529075204e+00,5.342035260397780760e+00
-3.967658764331528087e-01,1.049590796165415507e-01,6.414270695551024026e+00,7.381290221931832818e+00
-2.254954045464669099e-01,1.132622618328069791e-02,2.111235415971757234e+00,7.661121027180344711e+00
7.311455793982715168e-01,-6.370123797108125929e-01,7.937080364719921732e-01,1.415894370697723303e+01
-4.096915098964216129e-01,1.256412847467551774e-01,1.415947502529751389e+01,7.728935914596928747e+00
1.700674842055825975e-01,8.999860053262101478e-04,5.343547784996890648e+00,1.043867782553938817e+01
9.847634337729681553e-01,1.018146759023486059e+00,-1.051679255900775933e+00,1.398349641476662697e+01
6.752179369053339375e-01,-6.883017389116266038e-01,2.215231435016285833e+00,1.218020850500274577e+01
-6.247582001275233665e-01,3.611983788909491899e-01,6.489456960753746451e+00,4.109954109318284310e+00
-7.206513091072040966e-01,-6.141601593508938528e-02,1.055890471970008093e+01,4.573180261551497594e+00
7.377460619928586372e-01,-6.477683221387788848e-01,7.680473935318868683e+00,1.132838372239438129e+01
7.625246378395186264e-01,-4.663111133130704022e-01,-7.651623343982514314e+00,1.295244650147874310e+01
8.664544182420651219e-02,7.763475420458149090e-02,-3.006936227616752610e+00,9.754602410023469616e+00
6.966557465084837197e-01,-9.329907186221412241e-01,-3.938092530973250405e+00,1.211225808134021875e+01
6.234342653831740355e-01,-9.566084352997042961e-01,-1.591906194463336366e+00,1.262207689219029305e+01
-5.875468580748995917e-01,2.110539557116790019e-02,5.838059179518455544e+00,5.177554883364414273e+00
4.964251732986098009e-01,-7.831893690960485266e-01,-3.657943429459013185e+00,1.248957743413255095e+01
-4.382940606358983193e-01,-1.082292361896500243e-01,6.222999224443385380e+00,6.626416395984608521e+00
2.345890554643981218e-01,4.285293904249268260e-03,-6.029345855215124672e+00,8.589204827190728864e+00
-1.742178901135847946e-01,-9.142366325414253564e-03,8.872342570702599573e+00,7.500023467438309055e+00
4.779380168168599619e-02,8.086552503333661601e-01,5.517240837746850701e-01,9.448873783542568461e+00
4.210671887436133742e-01,-2.621549153539280419e-01,4.499239549989829001e+00,1.172058169699929842e+01
-6.258686868138352288e-01,7.394618081510298535e-02,5.017077251132071147e+00,5.670947055198274356e+00
